"","Year","Period","Geo Level","State","State ANSI","Category","Measure","Metric","Chemical","Type","Domain Category","Value"
"132",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","2,000"
"133",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","1,300"
"134",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","231,600"
"135",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","(D)"
"136",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (CAPSICUM OLEORESIN EXTRACT = 70704)","(NA)"
"137",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)","11,299,000"
"138",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","1,642,600"
"139",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","3,900"
"140",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (GARLIC OIL = 128827)","(D)"
"141",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","(D)"
"142",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)","(D)"
"143",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","(D)"
"144",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","(D)"
"145",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)","(D)"
"146",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)","(D)"
"147",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)","(NA)"
"148",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","(D)"
"149",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (TOTAL)","15,611,900"
"150",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"FERTILIZER",NA,"FERTILIZER: (NITROGEN)","393,000"
"151",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"FERTILIZER",NA,"FERTILIZER: (PHOSPHATE)","216,000"
"152",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"FERTILIZER",NA,"FERTILIZER: (POTASH)","393,000"
"153",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB",NA,"FERTILIZER",NA,"FERTILIZER: (SULFUR)","(D)"
"154",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","0.234"
"155",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","(NA)"
"156",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","(NA)"
"157",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)","(D)"
"158",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","0.042"
"159",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","0.354"
"160",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BT SUBSP KURSTAKI EVB-113-19 = 6544)","(NA)"
"161",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","1.693"
"162",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","(D)"
"163",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0.316"
"164",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)"
"165",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","0.659"
"166",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0.211"
"167",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","0.119"
"168",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","0.161"
"169",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","(D)"
"170",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","(D)"
"171",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","0.5"
"172",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)"
"173",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","0.105"
"174",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","0.271"
"175",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","0.061"
"176",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","0.112"
"177",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)","(D)"
"178",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","0.167"
"179",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","0.658"
"180",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","0.095"
"181",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","5.471"
"182",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","0.036"
"183",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","0.695"
"184",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","2.201"
"185",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","0.119"
"186",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","(D)"
"187",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)"
"188",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.078"
"189",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","(D)"
"190",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","0.923"
"191",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","0.019"
"192",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)","0.299"
"193",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","0.129"
"194",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)","0.03"
"195",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)","(NA)"
"196",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","0.5"
"197",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0.116"
"198",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","(NA)"
"199",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(NA)"
"200",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)","(NA)"
"201",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CANOLA OIL = 11332)","(D)"
"202",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","0.063"
"203",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(NA)"
"204",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","0.117"
"205",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","0.178"
"206",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","(D)"
"207",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","(D)"
"208",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","0.26"
"209",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","(D)"
"210",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","0.087"
"211",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","0.182"
"212",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","0.186"
"213",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","0.457"
"214",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","(D)"
"215",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","1.807"
"216",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","0.169"
"217",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","(D)"
"218",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)","(D)"
"219",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","(D)"
"220",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","0.077"
"221",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","(D)"
"222",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","(D)"
"223",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","(D)"
"224",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","0.071"
"225",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","0.094"
"226",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","0.062"
"227",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","(D)"
"228",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (CAPSICUM OLEORESIN EXTRACT = 70704)","(NA)"
"229",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)","188.284"
"230",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","111.391"
"231",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","0.114"
"232",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (GARLIC OIL = 128827)","(D)"
"233",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","(D)"
"234",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)","(D)"
"235",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","(D)"
"236",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","(D)"
"237",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)","(D)"
"238",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)","(D)"
"239",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)","(NA)"
"240",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","(D)"
"241",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FERTILIZER",NA,"FERTILIZER: (NITROGEN)","13"
"242",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FERTILIZER",NA,"FERTILIZER: (PHOSPHATE)","10"
"243",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FERTILIZER",NA,"FERTILIZER: (POTASH)","13"
"244",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FERTILIZER",NA,"FERTILIZER: (SULFUR)","(D)"
"245",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","0.326"
"246",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","(NA)"
"247",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","(NA)"
"248",2023,"YEAR","STATE","CALIFORNIA","06","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)","(D)"
